 Name of Part,Total,Link
Electroluminescent Wire (Red),$0.99,https://www.lazada.com.ph/products/25m-led-el-wire-light-strip-battery-neon-glowing-string-lights-diy-rope-tube-home-garden-halloween-blacklight-multicolor-party-decor-decoration-led-strip-car-lights-12v-waterproof-el-wire-lights-led-neon-lamp-i5119286723-s30216812386.html
